133, 84, 140, 高度な肥満
134, 27, 120, 標準
135, 43, 117, 高度な肥満
136, 96, 117, 高度な肥満
137, 50, 203, やせ型
138, 35, 163, やせ型
139, 94, 110, 高度な肥満
140, 99, 120, 高度な肥満
141, 73, 180, 標準
142, 53, 152, 標準
143, 60, 161, 標準
144, 53, 201, やせ型
145, 36, 176, やせ型
146, 78, 180, 標準
147, 29, 102, 肥満
148, 78, 125, 高度な肥満
149, 29, 154, やせ型
150, 84, 167, 高度な肥満
151, 36, 189, やせ型
152, 28, 162, やせ型
153, 67, 172, 標準
154, 40, 212, やせ型
155, 89, 177, 肥満
156, 98, 102, 高度な肥満
157, 90, 176, 肥満
158, 33, 134, やせ型
159, 53, 129, 高度な肥満
160, 33, 139, やせ型
161, 54, 172, やせ型
162, 97, 153, 高度な肥満
163, 63, 152, 肥満
164, 53, 229, やせ型
165, 82, 164, 高度な肥満
166, 26, 123, やせ型
167, 74, 170, 肥満
168, 25, 100, 肥満
169, 62, 133, 高度な肥満
170, 53, 141, 肥満
171, 76, 209, やせ型
172, 91, 102, 高度な肥満
173, 34, 119, 標準
174, 39, 109, 高度な肥満
175, 67, 137, 高度な肥満
176, 75, 132, 高度な肥満
177, 25, 178, やせ型
178, 66, 110, 高度な肥満
179, 65, 153, 肥満
180, 51, 126, 高度な肥満
181, 65, 204, やせ型
182, 99, 139, 高度な肥満
183, 50, 141, 肥満
184, 42, 205, やせ型
185, 23, 145, やせ型
186, 62, 205, やせ型
187, 51, 168, やせ型
188, 40, 127, 標準
189, 68, 109, 高度な肥満
190, 80, 156, 高度な肥満
191, 45, 217, やせ型
192, 64, 178, 標準
193, 49, 157, 標準
194, 23, 149, やせ型
195, 71, 184, 標準
196, 55, 117, 高度な肥満
197, 55, 189, やせ型
198, 85, 202, 標準
199, 88, 184, 肥満
200, 23, 129, やせ型
201, 53, 145, 肥満
202, 94, 167, 高度な肥満
203, 24, 127, やせ型
204, 96, 211, 標準
205, 64, 180, 標準
206, 75, 129, 高度な肥満
207, 69, 148, 高度な肥満
208, 52, 111, 高度な肥満
209, 75, 100, 高度な肥満
210, 86, 150, 高度な肥満
211, 66, 210, やせ型
212, 28, 184, やせ型
213, 99, 180, 高度な肥満
214, 35, 176, やせ型
215, 84, 179, 肥満
216, 72, 183, 標準
217, 71, 175, 標準
218, 90, 132, 高度な肥満
219, 44, 207, やせ型
220, 68, 144, 高度な肥満
221, 98, 177, 高度な肥満
222, 71, 100, 高度な肥満
223, 58, 173, 標準
224, 46, 210, やせ型
225, 94, 182, 肥満
226, 79, 213, やせ型
227, 76, 154, 高度な肥満
228, 85, 221, やせ型
229, 41, 121, 肥満
230, 56, 185, やせ型
231, 31, 160, やせ型
232, 59, 157, 標準
233, 45, 137, 標準
234, 23, 111, 標準
235, 51, 221, やせ型
236, 98, 118, 高度な肥満
237, 78, 206, やせ型
238, 100, 149, 高度な肥満
239, 69, 226, やせ型
240, 71, 162, 肥満
241, 38, 101, 高度な肥満
242, 33, 208, やせ型
243, 48, 145, 標準
244, 86, 218, やせ型
245, 26, 163, やせ型
246, 35, 216, やせ型
247, 37, 218, やせ型
248, 87, 181, 肥満
249, 76, 229, やせ型
250, 74, 214, やせ型
251, 40, 221, やせ型
252, 77, 166, 肥満
253, 51, 170, やせ型
254, 86, 224, やせ型
255, 100, 161, 高度な肥満
256, 55, 212, やせ型
257, 29, 173, やせ型
258, 50, 169, やせ型
259, 62, 181, 標準
260, 89, 120, 高度な肥満
261, 37, 138, 標準
262, 49, 198, やせ型
263, 39, 154, やせ型
264, 28, 206, やせ型
265, 72, 184, 標準
266, 89, 219, 標準
267, 73, 115, 高度な肥満
268, 46, 207, やせ型
269, 69, 105, 高度な肥満
270, 93, 197, 標準
271, 81, 101, 高度な肥満
272, 65, 176, 標準
273, 69, 207, やせ型
274, 88, 156, 高度な肥満
275, 82, 156, 高度な肥満
276, 54, 211, やせ型
277, 82, 107, 高度な肥満
278, 69, 186, 標準
279, 71, 142, 高度な肥満
280, 79, 132, 高度な肥満
281, 99, 106, 高度な肥満
282, 70, 106, 高度な肥満
283, 30, 209, やせ型
284, 37, 218, やせ型
285, 43, 112, 高度な肥満
286, 53, 197, やせ型
287, 61, 154, 肥満
288, 78, 183, 標準
289, 63, 197, やせ型
290, 55, 207, やせ型
291, 52, 120, 高度な肥満
292, 80, 104, 高度な肥満
293, 89, 113, 高度な肥満
294, 64, 157, 肥満
295, 28, 110, 標準
296, 23, 163, やせ型
297, 45, 105, 高度な肥満
298, 99, 139, 高度な肥満
299, 50, 132, 肥満
300, 80, 129, 高度な肥満
301, 92, 155, 高度な肥満
302, 79, 165, 肥満
303, 67, 142, 高度な肥満
304, 97, 129, 高度な肥満
305, 40, 179, やせ型
306, 33, 106, 肥満
307, 59, 196, やせ型
308, 70, 150, 高度な肥満
309, 29, 162, やせ型
310, 33, 177, やせ型
311, 96, 130, 高度な肥満
312, 92, 110, 高度な肥満
313, 64, 209, やせ型
314, 67, 117, 高度な肥満
315, 84, 187, 標準
316, 21, 207, やせ型
317, 82, 127, 高度な肥満
318, 75, 192, 標準
319, 78, 139, 高度な肥満
320, 75, 145, 高度な肥満
321, 86, 169, 高度な肥満
322, 98, 223, 標準
323, 79, 211, やせ型
324, 95, 168, 高度な肥満
325, 61, 162, 標準
326, 31, 171, やせ型
327, 77, 162, 肥満
328, 79, 197, 標準
329, 63, 107, 高度な肥満
330, 83, 183, 標準
331, 43, 224, やせ型
332, 47, 190, やせ型
333, 53, 187, やせ型
334, 55, 170, 標準
335, 91, 102, 高度な肥満
336, 86, 148, 高度な肥満
337, 30, 161, やせ型
338, 72, 225, やせ型
339, 91, 161, 高度な肥満
340, 80, 225, やせ型
341, 77, 104, 高度な肥満
342, 31, 175, やせ型
343, 48, 203, やせ型
344, 51, 178, やせ型
345, 94, 194, 標準
346, 80, 188, 標準
347, 74, 184, 標準
348, 65, 216, やせ型
349, 54, 178, やせ型
350, 52, 159, 標準
351, 35, 149, やせ型
352, 60, 130, 高度な肥満
353, 88, 147, 高度な肥満
354, 44, 155, やせ型
355, 81, 170, 肥満
356, 95, 172, 高度な肥満
357, 32, 149, やせ型
358, 57, 158, 標準
359, 66, 145, 高度な肥満
360, 58, 103, 高度な肥満
361, 88, 132, 高度な肥満
362, 55, 111, 高度な肥満
363, 26, 174, やせ型
364, 36, 225, やせ型
365, 33, 103, 高度な肥満
366, 93, 172, 高度な肥満
367, 80, 222, やせ型
368, 76, 187, 標準
369, 43, 113, 高度な肥満
370, 52, 222, やせ型
371, 34, 116, 肥満
372, 71, 225, やせ型
373, 29, 113, 標準
374, 39, 138, 標準
375, 92, 177, 肥満
376, 30, 163, やせ型
377, 35, 206, やせ型
378, 97, 157, 高度な肥満
379, 86, 197, 標準
380, 77, 213, やせ型
381, 58, 209, やせ型
382, 59, 115, 高度な肥満
383, 98, 125, 高度な肥満
384, 46, 154, 標準
385, 53, 120, 高度な肥満
386, 40, 161, やせ型
387, 42, 119, 肥満
388, 40, 100, 高度な肥満
389, 72, 215, やせ型
390, 96, 220, 標準
391, 57, 108, 高度な肥満
392, 49, 173, やせ型
393, 56, 216, やせ型
394, 29, 159, やせ型
395, 53, 150, 標準
396, 74, 129, 高度な肥満
397, 89, 157, 高度な肥満
398, 39, 168, やせ型
399, 38, 118, 肥満
400, 27, 142, やせ型
401, 59, 173, 標準
402, 76, 131, 高度な肥満
403, 79, 177, 肥満
404, 71, 169, 標準
405, 84, 226, やせ型
406, 76, 120, 高度な肥満
407, 96, 110, 高度な肥満
408, 75, 182, 標準
409, 97, 164, 高度な肥満
410, 23, 123, やせ型
411, 49, 105, 高度な肥満
412, 54, 110, 高度な肥満
413, 42, 220, やせ型
414, 86, 213, 標準
415, 55, 146, 肥満
416, 94, 211, 標準
417, 82, 123, 高度な肥満
418, 80, 189, 標準
419, 72, 185, 標準
420, 61, 126, 高度な肥満
421, 40, 184, やせ型
422, 72, 226, やせ型
423, 56, 202, やせ型
424, 90, 109, 高度な肥満
425, 78, 122, 高度な肥満
426, 60, 164, 標準
427, 61, 129, 高度な肥満
428, 71, 100, 高度な肥満
429, 89, 218, 標準
430, 72, 113, 高度な肥満
431, 44, 192, やせ型
432, 99, 227, 標準
433, 100, 213, 標準
434, 26, 152, やせ型
435, 54, 133, 高度な肥満
436, 56, 212, やせ型
437, 82, 131, 高度な肥満
438, 23, 161, やせ型
439, 40, 179, やせ型
440, 90, 103, 高度な肥満
441, 90, 204, 標準
442, 31, 157, やせ型
443, 34, 218, やせ型
444, 35, 139, やせ型
445, 83, 174, 肥満
446, 85, 169, 肥満
447, 73, 223, やせ型
448, 80, 162, 高度な肥満
449, 78, 137, 高度な肥満
450, 69, 148, 高度な肥満
451, 96, 134, 高度な肥満
452, 28, 170, やせ型
453, 73, 187, 標準
454, 84, 168, 肥満
455, 20, 172, やせ型
456, 58, 225, やせ型
457, 39, 214, やせ型
458, 88, 223, やせ型
459, 64, 185, 標準
460, 90, 196, 標準
461, 78, 182, 標準
462, 44, 161, やせ型
463, 93, 198, 標準
464, 49, 205, やせ型
465, 25, 181, やせ型
466, 80, 197, 標準
467, 69, 138, 高度な肥満
468, 83, 109, 高度な肥満
469, 36, 228, やせ型
470, 95, 184, 肥満
471, 32, 212, やせ型
472, 32, 216, やせ型
473, 21, 136, やせ型
474, 72, 139, 高度な肥満
475, 29, 220, やせ型
476, 53, 186, やせ型
477, 99, 201, 標準
478, 30, 184, やせ型
479, 88, 197, 標準
480, 60, 224, やせ型
481, 89, 109, 高度な肥満
482, 99, 117, 高度な肥満
483, 50, 173, やせ型
484, 49, 123, 高度な肥満
485, 75, 125, 高度な肥満
486, 32, 213, やせ型
487, 41, 176, やせ型
488, 23, 111, 標準
489, 61, 114, 高度な肥満
490, 57, 191, やせ型
491, 67, 210, やせ型
492, 38, 162, やせ型
493, 87, 205, 標準
494, 92, 146, 高度な肥満
495, 41, 144, 標準
496, 30, 197, やせ型
497, 99, 161, 高度な肥満
498, 83, 136, 高度な肥満
499, 49, 218, やせ型
500, 52, 217, やせ型
501, 52, 102, 高度な肥満
502, 79, 173, 肥満
503, 89, 140, 高度な肥満
504, 29, 213, やせ型
505, 64, 176, 標準
506, 74, 164, 肥満
507, 78, 177, 標準
508, 45, 198, やせ型
509, 81, 127, 高度な肥満
510, 50, 197, やせ型
511, 93, 191, 肥満
512, 93, 175, 高度な肥満
513, 57, 105, 高度な肥満
514, 70, 170, 標準
515, 21, 112, やせ型
516, 97, 227, 標準
517, 56, 158, 標準
518, 97, 190, 肥満
519, 48, 148, 標準
520, 99, 164, 高度な肥満
521, 37, 124, 標準
522, 100, 110, 高度な肥満
523, 59, 212, やせ型
524, 24, 193, やせ型
525, 36, 123, 標準
526, 57, 183, やせ型
527, 73, 144, 高度な肥満
528, 45, 133, 肥満
529, 89, 193, 標準
530, 87, 228, やせ型
531, 54, 142, 肥満
532, 52, 223, やせ型
533, 57, 186, やせ型
534, 34, 219, やせ型
535, 29, 136, やせ型
536, 48, 201, やせ型
537, 91, 193, 標準
538, 31, 201, やせ型
539, 21, 167, やせ型
540, 88, 131, 高度な肥満
541, 78, 194, 標準
542, 53, 197, やせ型
543, 67, 127, 高度な肥満
544, 49, 220, やせ型
545, 23, 183, やせ型
546, 98, 156, 高度な肥満
547, 28, 218, やせ型
548, 58, 204, やせ型
549, 34, 135, 標準
550, 25, 109, 標準
551, 58, 226, やせ型
552, 34, 124, 標準
553, 50, 134, 肥満
554, 69, 216, やせ型
555, 67, 207, やせ型
556, 95, 139, 高度な肥満
557, 73, 125, 高度な肥満
558, 82, 204, 標準
559, 55, 108, 高度な肥満
560, 67, 155, 肥満
561, 76, 213, やせ型
562, 50, 192, やせ型
563, 32, 194, やせ型
564, 89, 191, 標準
565, 27, 201, やせ型
566, 55, 148, 肥満
567, 35, 216, やせ型
568, 31, 154, やせ型
569, 96, 105, 高度な肥満
570, 26, 185, やせ型
571, 51, 132, 肥満
572, 92, 152, 高度な肥満
573, 28, 153, やせ型
574, 95, 155, 高度な肥満
575, 49, 184, やせ型
576, 38, 100, 高度な肥満
577, 55, 137, 肥満
578, 36, 164, やせ型
579, 42, 128, 肥満
580, 23, 133, やせ型
581, 21, 191, やせ型
582, 50, 182, やせ型
583, 22, 144, やせ型
584, 53, 113, 高度な肥満
585, 36, 207, やせ型
586, 87, 129, 高度な肥満
587, 28, 221, やせ型
588, 77, 192, 標準
589, 85, 127, 高度な肥満
590, 77, 228, やせ型
591, 48, 111, 高度な肥満
592, 86, 177, 肥満
593, 78, 107, 高度な肥満
594, 27, 222, やせ型
595, 71, 209, やせ型
596, 33, 225, やせ型
597, 76, 118, 高度な肥満
598, 30, 182, やせ型
599, 97, 137, 高度な肥満
600, 28, 132, やせ型
601, 55, 183, やせ型
602, 68, 175, 標準
603, 78, 229, やせ型
604, 97, 210, 標準
605, 32, 129, 標準
606, 90, 155, 高度な肥満
607, 75, 215, やせ型
608, 49, 205, やせ型
609, 63, 216, やせ型
610, 71, 206, やせ型
611, 32, 180, やせ型
612, 74, 180, 標準
613, 52, 195, やせ型
614, 39, 221, やせ型
615, 28, 123, 標準
616, 30, 123, 標準
617, 75, 124, 高度な肥満
618, 67, 133, 高度な肥満
619, 91, 115, 高度な肥満
620, 95, 184, 肥満
621, 35, 205, やせ型
622, 65, 208, やせ型
623, 26, 173, やせ型
624, 96, 179, 肥満
625, 65, 126, 高度な肥満
626, 93, 229, やせ型
627, 47, 139, 標準
628, 81, 157, 高度な肥満
629, 33, 189, やせ型
630, 91, 194, 標準
631, 34, 171, やせ型
632, 93, 157, 高度な肥満
633, 74, 106, 高度な肥満
634, 97, 168, 高度な肥満
635, 23, 146, やせ型
636, 54, 179, やせ型
637, 63, 189, やせ型
638, 20, 146, やせ型
639, 38, 202, やせ型
640, 28, 136, やせ型
641, 23, 123, やせ型
642, 87, 155, 高度な肥満
643, 68, 207, やせ型
644, 78, 187, 標準
645, 40, 194, やせ型
646, 59, 183, やせ型
647, 92, 121, 高度な肥満
648, 26, 139, やせ型
649, 40, 112, 高度な肥満
650, 30, 169, やせ型
651, 76, 208, やせ型
652, 82, 213, やせ型
653, 73, 169, 肥満
654, 47, 129, 肥満
655, 64, 210, やせ型
656, 34, 172, やせ型
657, 95, 224, 標準
658, 87, 178, 肥満
659, 25, 156, やせ型
660, 70, 114, 高度な肥満
661, 20, 152, やせ型
662, 58, 154, 標準
663, 37, 165, やせ型
664, 57, 183, やせ型
665, 35, 101, 高度な肥満
666, 83, 210, 標準
667, 42, 133, 標準
668, 68, 158, 肥満
669, 84, 190, 標準
670, 29, 201, やせ型
671, 25, 211, やせ型
672, 22, 217, やせ型
673, 29, 180, やせ型
674, 93, 209, 標準
675, 93, 203, 標準
676, 73, 174, 標準
677, 34, 203, やせ型
678, 22, 183, やせ型
679, 41, 217, やせ型
680, 66, 122, 高度な肥満
681, 75, 127, 高度な肥満
682, 51, 211, やせ型
683, 95, 202, 標準
684, 87, 120, 高度な肥満
685, 70, 179, 標準
686, 63, 156, 肥満
687, 62, 143, 高度な肥満
688, 29, 129, やせ型
689, 87, 149, 高度な肥満
690, 64, 189, やせ型
691, 38, 160, やせ型
692, 33, 137, やせ型
693, 52, 150, 標準
694, 42, 139, 標準
695, 29, 145, やせ型
696, 100, 226, 標準
697, 79, 214, やせ型
698, 92, 182, 肥満
699, 100, 180, 高度な肥満
700, 39, 212, やせ型
701, 28, 220, やせ型
702, 76, 177, 標準
703, 55, 114, 高度な肥満
704, 65, 229, やせ型
705, 29, 179, やせ型
706, 79, 215, やせ型
707, 24, 114, やせ型
708, 67, 173, 標準
709, 29, 123, 標準
710, 98, 229, 標準
711, 69, 218, やせ型
712, 94, 110, 高度な肥満
713, 77, 148, 高度な肥満
714, 61, 221, やせ型
715, 84, 138, 高度な肥満
716, 27, 215, やせ型
717, 33, 187, やせ型
718, 30, 229, やせ型
719, 42, 110, 高度な肥満
720, 51, 212, やせ型
721, 76, 140, 高度な肥満
722, 66, 195, やせ型
723, 56, 199, やせ型
724, 72, 186, 標準
725, 96, 113, 高度な肥満
726, 100, 185, 肥満
727, 28, 184, やせ型
728, 32, 198, やせ型
729, 56, 164, 標準
730, 97, 138, 高度な肥満
731, 62, 120, 高度な肥満
732, 94, 136, 高度な肥満
733, 64, 179, 標準
734, 70, 133, 高度な肥満
735, 96, 121, 高度な肥満
736, 59, 196, やせ型
737, 62, 132, 高度な肥満
738, 87, 123, 高度な肥満
739, 74, 192, 標準
740, 22, 192, やせ型
741, 59, 146, 肥満
742, 47, 187, やせ型
743, 82, 149, 高度な肥満
744, 48, 135, 肥満
745, 39, 119, 肥満
746, 57, 125, 高度な肥満
747, 84, 109, 高度な肥満
748, 63, 133, 高度な肥満
749, 96, 196, 標準
750, 39, 141, 標準
751, 43, 142, 標準
752, 76, 111, 高度な肥満
753, 72, 193, 標準
754, 50, 213, やせ型
755, 98, 172, 高度な肥満
756, 77, 159, 高度な肥満
757, 88, 161, 高度な肥満
758, 59, 220, やせ型
759, 44, 194, やせ型
760, 93, 212, 標準
761, 79, 172, 肥満
762, 68, 228, やせ型
763, 87, 207, 標準
764, 40, 151, やせ型
765, 97, 135, 高度な肥満
766, 52, 113, 高度な肥満
767, 81, 195, 標準
768, 90, 126, 高度な肥満
769, 86, 131, 高度な肥満
770, 56, 121, 高度な肥満
771, 40, 169, やせ型
772, 77, 137, 高度な肥満
773, 75, 123, 高度な肥満
774, 48, 215, やせ型
775, 64, 106, 高度な肥満
776, 73, 113, 高度な肥満
777, 70, 228, やせ型
778, 67, 160, 肥満
779, 69, 120, 高度な肥満
780, 67, 157, 肥満
781, 23, 181, やせ型
782, 32, 185, やせ型
783, 38, 135, 標準
784, 24, 173, やせ型
785, 80, 135, 高度な肥満
786, 80, 214, やせ型
787, 98, 101, 高度な肥満
788, 30, 104, 肥満
789, 52, 155, 標準
790, 39, 208, やせ型
791, 34, 173, やせ型
792, 50, 177, やせ型
793, 35, 112, 肥満
794, 50, 207, やせ型
795, 99, 217, 標準
796, 28, 128, やせ型
797, 83, 104, 高度な肥満
798, 100, 161, 高度な肥満
799, 38, 174, やせ型
800, 74, 100, 高度な肥満
801, 98, 190, 肥満
802, 50, 206, やせ型
803, 43, 121, 肥満
804, 87, 192, 標準
805, 28, 229, やせ型
806, 84, 105, 高度な肥満
807, 69, 220, やせ型
808, 25, 199, やせ型
809, 67, 164, 標準
810, 22, 191, やせ型
811, 28, 188, やせ型
812, 50, 126, 高度な肥満
813, 94, 185, 肥満
814, 37, 111, 高度な肥満
815, 65, 186, 標準
816, 42, 218, やせ型
817, 81, 146, 高度な肥満
818, 37, 116, 肥満
819, 78, 109, 高度な肥満
820, 57, 151, 標準
821, 25, 151, やせ型
822, 25, 180, やせ型
823, 59, 201, やせ型
824, 89, 221, やせ型
825, 52, 109, 高度な肥満
826, 44, 173, やせ型
827, 65, 112, 高度な肥満
828, 62, 169, 標準
829, 35, 194, やせ型
830, 75, 202, やせ型
831, 76, 198, 標準
832, 63, 147, 肥満
833, 83, 227, やせ型
834, 67, 168, 標準
835, 30, 208, やせ型
836, 30, 210, やせ型
837, 97, 146, 高度な肥満
838, 89, 175, 肥満
839, 61, 126, 高度な肥満
840, 30, 183, やせ型
841, 57, 178, やせ型
842, 77, 209, やせ型
843, 41, 213, やせ型
844, 64, 214, やせ型
845, 25, 190, やせ型
846, 98, 211, 標準
847, 55, 114, 高度な肥満
848, 29, 203, やせ型
849, 66, 140, 高度な肥満
850, 23, 136, やせ型
851, 97, 212, 標準
852, 24, 132, やせ型
853, 28, 160, やせ型
854, 66, 192, やせ型
855, 69, 108, 高度な肥満
856, 97, 139, 高度な肥満
857, 77, 194, 標準
858, 67, 213, やせ型
859, 29, 135, やせ型
860, 87, 193, 標準
861, 70, 180, 標準
862, 55, 163, 標準
863, 34, 106, 高度な肥満
864, 43, 227, やせ型
865, 86, 199, 標準
866, 91, 130, 高度な肥満
867, 53, 166, 標準
868, 77, 154, 高度な肥満
869, 98, 173, 高度な肥満
870, 82, 151, 高度な肥満
871, 35, 134, 標準
872, 29, 215, やせ型
873, 42, 213, やせ型
874, 31, 181, やせ型
875, 64, 116, 高度な肥満
876, 90, 174, 肥満
877, 58, 140, 肥満
878, 42, 192, やせ型
879, 85, 157, 高度な肥満
880, 35, 151, やせ型
881, 37, 160, やせ型
882, 83, 106, 高度な肥満
883, 66, 194, やせ型
884, 79, 133, 高度な肥満
885, 98, 122, 高度な肥満
886, 28, 179, やせ型
887, 70, 222, やせ型
888, 87, 205, 標準
889, 72, 118, 高度な肥満
890, 36, 181, やせ型
891, 29, 215, やせ型
892, 79, 188, 標準
893, 36, 146, やせ型
894, 36, 210, やせ型
895, 84, 114, 高度な肥満
896, 35, 139, やせ型
897, 58, 142, 肥満
898, 40, 182, やせ型
899, 48, 188, やせ型
900, 86, 172, 肥満
901, 30, 164, やせ型
902, 45, 170, やせ型
903, 36, 177, やせ型
904, 98, 123, 高度な肥満
905, 84, 143, 高度な肥満
906, 95, 139, 高度な肥満
907, 41, 186, やせ型
908, 92, 110, 高度な肥満
909, 23, 120, やせ型
910, 25, 167, やせ型
911, 46, 206, やせ型
912, 99, 107, 高度な肥満
913, 83, 174, 肥満
914, 58, 223, やせ型
915, 51, 203, やせ型
916, 58, 216, やせ型
917, 29, 115, 標準
918, 40, 212, やせ型
919, 73, 223, やせ型
920, 79, 152, 高度な肥満
921, 63, 136, 高度な肥満
922, 60, 181, やせ型
923, 64, 202, やせ型
924, 36, 194, やせ型
925, 85, 127, 高度な肥満
926, 60, 161, 標準
927, 79, 131, 高度な肥満
928, 54, 215, やせ型
929, 51, 136, 肥満
930, 32, 112, 肥満
931, 57, 198, やせ型
932, 98, 207, 標準
933, 51, 140, 肥満
934, 61, 180, 標準
935, 44, 140, 標準
936, 83, 219, やせ型
937, 83, 178, 肥満
938, 83, 105, 高度な肥満
939, 31, 200, やせ型
940, 84, 217, やせ型
941, 50, 155, 標準
942, 94, 190, 肥満
943, 26, 112, 標準
944, 56, 226, やせ型
945, 96, 220, 標準
946, 56, 102, 高度な肥満
947, 33, 210, やせ型
948, 37, 167, やせ型
949, 66, 203, やせ型
950, 66, 111, 高度な肥満
951, 71, 113, 高度な肥満
952, 92, 149, 高度な肥満
953, 66, 173, 標準
954, 29, 198, やせ型
955, 84, 215, やせ型
956, 90, 171, 高度な肥満
957, 99, 130, 高度な肥満
958, 36, 124, 標準
959, 70, 195, やせ型
960, 63, 193, やせ型
961, 38, 150, やせ型
962, 97, 202, 標準
963, 84, 110, 高度な肥満
964, 25, 109, 標準
965, 37, 185, やせ型
966, 80, 216, やせ型
967, 39, 135, 標準
968, 61, 181, 標準
969, 40, 200, やせ型
970, 98, 176, 高度な肥満
971, 95, 186, 肥満
972, 84, 225, やせ型
973, 92, 176, 肥満
974, 80, 104, 高度な肥満
975, 67, 184, 標準
976, 34, 206, やせ型
977, 94, 178, 肥満
978, 100, 106, 高度な肥満
979, 96, 221, 標準
980, 53, 158, 標準
981, 26, 222, やせ型
982, 41, 197, やせ型
983, 38, 162, やせ型
984, 24, 128, やせ型
985, 44, 104, 高度な肥満
986, 76, 180, 標準
987, 73, 138, 高度な肥満
988, 72, 152, 高度な肥満
989, 72, 228, やせ型
990, 98, 220, 標準
991, 27, 135, やせ型
992, 86, 153, 高度な肥満
993, 91, 183, 肥満
994, 81, 196, 標準
995, 60, 144, 肥満
996, 78, 187, 標準
997, 89, 190, 標準
998, 53, 223, やせ型
999, 44, 163, やせ型
1000, 55, 176, やせ型
1001, 48, 176, やせ型
1002, 56, 153, 標準
1003, 82, 181, 肥満
1004, 81, 189, 標準
1005, 91, 170, 高度な肥満
1006, 56, 131, 高度な肥満
1007, 93, 197, 標準
1008, 70, 188, 標準
1009, 38, 174, やせ型
1010, 25, 173, やせ型
1011, 30, 188, やせ型
1012, 76, 165, 肥満
1013, 81, 154, 高度な肥満
1014, 45, 169, やせ型
1015, 91, 169, 高度な肥満
1016, 37, 127, 標準
1017, 98, 161, 高度な肥満
1018, 51, 112, 高度な肥満
1019, 87, 157, 高度な肥満
1020, 49, 113, 高度な肥満
1021, 32, 205, やせ型
